logp,category,role,tag,template,context_tag,context,id
-58.1071566875601,furniture,buyer,counter-price,would you do {price}? i have cash and could come get it tonight if you're available.,init-price,i could let it go for {price},9696
-24.41494615387164,furniture,seller,unknown,that would be great! see you tonight!,counter-price,would you do {price}? i have cash and could come get it tonight if you're available.,9697
-3.443879347940896,furniture,seller,offer,<offer>,counter-price,would you do {price}? i have cash and could come get it tonight if you're available.,9698
-3.568819410226794,furniture,buyer,accept,<accept>,offer,<offer>,9699
-5.631888775249492,furniture,buyer,intro,hello,<start>,<start>,9700
-27.044214554426603,furniture,seller,unknown,hello are you interested in the {title} i have for sale?,intro,hello,9701
-11.31764530081996,furniture,buyer,unknown,yes i am!,unknown,hello are you interested in the {title} i have for sale?,9702
-28.49379518093932,furniture,seller,inquiry,are there any questions i can answer?,unknown,yes i am!,9703
-56.404854384002164,furniture,buyer,init-price,"well, i'd like to buy it, but i'd like to knock off {price} from the price.",inquiry,are there any questions i can answer?,9704
-36.8039430535335,furniture,seller,counter-price,i would be able to sell it for {price} to you.,init-price,"well, i'd like to buy it, but i'd like to knock off {price} from the price.",9705
-67.65859881555065,furniture,buyer,disagree,"awesome, that sounds great to me. i can come pick it up by car, and take it off of your hands no problem",counter-price,i would be able to sell it for {price} to you.,9706
-3.443879347940896,furniture,seller,offer,<offer>,disagree,"awesome, that sounds great to me. i can come pick it up by car, and take it off of your hands no problem",9707
-3.568819410226794,furniture,buyer,accept,<accept>,offer,<offer>,9708
-34.14223488807061,car,buyer,intro,hello! can you tell me the mileage on this truck?,<start>,<start>,9709
-22.55910952420619,car,seller,unknown,"65,000 miles. it's in excellent condition!",intro,hello! can you tell me the mileage on this truck?,9710
-39.412006412881695,car,buyer,init-price,looks great! would you be willing to take {price} if i come see it?,unknown,"65,000 miles. it's in excellent condition!",9711
-89.2595979811791,car,seller,agree,oh my! {partner_price} is way lower than i would think about. this car is in great working order- it's been well taken care of. i have to stick with my original offer,init-price,looks great! would you be willing to take {price} if i come see it?,9712
-32.99944332300963,car,buyer,counter-price,i understand. how about {price} cash -- out the door!!,agree,oh my! {my_price} is way lower than i would think about. this car is in great working order- it's been well taken care of. i have to stick with my original offer,9713
-14.872863528051985,car,seller,unknown,i'm sorry. that,counter-price,i understand. how about {price} cash -- out the door!!,9714
-21.35077127528945,car,buyer,vague-price,what is the lowest you'll take?,unknown,i'm sorry. that,9715
-26.20973695239497,car,seller,counter-price,the lowest i would consider is {price}.,vague-price,what is the lowest you'll take?,9716
-69.96108937563622,car,buyer,counter-price,"that's way more than i wanted to pay. it's almost 10 years old. while it's a great car, i wouldn't pay more than {price}.",counter-price,the lowest i would consider is {price}.,9717
-56.76905498542782,car,seller,counter-price,"i can go down to {price}. but, that is way lower than what i was willing to do originally.",counter-price,"that's way more than i wanted to pay. it's almost 10 years old. while it's a great car, i wouldn't pay more than {price}.",9718
-57.004701632130676,car,buyer,counter-price,how about we settle at {price}. you'll have cash in hand and i'll have a new car.,counter-price,"i can go down to {price}. but, that is way lower than what i was willing to do originally.",9719
-17.494327972005582,car,seller,counter-price,{price} and you have a deal.,counter-price,how about we settle at {price}. you'll have cash in hand and i'll have a new car.,9720
-39.11318836070825,car,buyer,unknown,ok. i'm sure i'll be happy with it. deal.,counter-price,{price} and you have a deal.,9721
-3.443879347940896,car,buyer,offer,<offer>,counter-price,{price} and you have a deal.,9722
-3.568819410226794,car,seller,accept,<accept>,offer,<offer>,9723
-13.98785869749069,bike,buyer,intro,"hi, i'm interested in your {title}",<start>,<start>,9724
-63.06117438798518,bike,seller,disagree,"great, it is in excellent condition. i had a leg injury and i really couldn't use it after i bought it.",intro,"hi, i'm interested in your {title}",9725
-89.23980529683386,bike,buyer,unknown,"oh i'm sorry to hear that, i wondered if anything is wrong with it. so it is in working order and you just can't use it due to your injury?",disagree,"great, it is in excellent condition. i had a leg injury and i really couldn't use it after i bought it.",9726
-108.15186122653107,bike,seller,init-price,"yes, there is nothing wrong with it at all. i have all manual for it also. i also can put the mat that i bought to go under it with it. i'd like to get {price}",unknown,"oh i'm sorry to hear that, i wondered if anything is wrong with it. so it is in working order and you just can't use it due to your injury?",9727
-54.182513685572,bike,buyer,counter-price,"oh, i must have read the ad wrong i thought you were asking {listing_price}? so is your price negotiable at all?",init-price,"yes, there is nothing wrong with it at all. i have all manual for it also. i also can put the mat that i bought to go under it with it. i'd like to get {price}",9728
-71.28896090366231,bike,seller,counter-price,"oh, i'm sorry i forgot that i changed my mind at the last second and listed it at {listing_price}. they are 319 originally.",counter-price,"oh, i must have read the ad wrong i thought you were asking {listing_price}? so is your price negotiable at all?",9729
-61.50118462425082,bike,buyer,counter-price,"oh ok, would you come down to {price}? i have cash and could come get it tonight.",counter-price,"oh, i'm sorry i forgot that i changed my mind at the last second and listed it at {listing_price}. they are 319 originally.",9730
-52.2094723363734,bike,seller,counter-price,i can't go that low. i would come down to {price} if you pick it up tonight but no mat.,counter-price,"oh ok, would you come down to {price}? i have cash and could come get it tonight.",9731
-59.721748056257155,bike,buyer,counter-price,that is more than your ad says ... i could do {price} and i don't need the mat.,counter-price,i can't go that low. i would come down to {price} if you pick it up tonight but no mat.,9732
-49.74420868621333,bike,seller,counter-price,"sorry, that was supposed to be {price}. i'll go {partner_price}. see you tonight then.",counter-price,that is more than your ad says ... i could do {price} and i don't need the mat.,9733
-3.443879347940896,bike,seller,offer,<offer>,counter-price,that is more than your ad says ... i could do {price} and i don't need the mat.,9734
-3.568819410226794,bike,buyer,accept,<accept>,offer,<offer>,9735
-7.45501101316359,housing,seller,intro,hi.,<start>,<start>,9736
-61.384443925895596,housing,buyer,unknown,hi i'm very interested in this. i see it has high speed internet is that included in the price?,intro,hi.,9737
-32.21297630275027,housing,seller,unknown,"yes, it is included. among other perks like our 24 hour gym.",unknown,hi i'm very interested in this. i see it has high speed internet is that included in the price?,9738
-26.927447584398326,housing,buyer,inquiry,can i bring my dog with me?,unknown,"yes, it is included. among other perks like our 24 hour gym.",9739
-17.132730654806345,housing,seller,inform,pets are welcome!,inquiry,can i bring my dog with me?,9740
-24.822459892868046,housing,buyer,inquiry,awesome! could the price be lowered a bit?,inform,pets are welcome!,9741
-15.477706674176863,housing,seller,inform,yes a little,inquiry,awesome! could the price be lowered a bit?,9742
-15.325375732746787,housing,buyer,init-price,like {price}?,inform,yes a little,9743
-46.72031532988952,housing,seller,counter-price,i think if you could do {price} ... we could make a deal.,init-price,like {price}?,9744
-13.898842594633141,housing,buyer,unknown,i'll take it.,counter-price,i think if you could do {price} ... we could make a deal.,9745
-3.443879347940896,housing,seller,offer,<offer>,unknown,i'll take it.,9746
-3.568819410226794,housing,buyer,accept,<accept>,offer,<offer>,9747
-40.89482412558247,bike,buyer,intro,i am very interested in the bike you have for sale. is it in good working order?,<start>,<start>,9748
-27.402319083526123,bike,seller,unknown,it's in excellent condition. pro-level parts and ready to ride.,intro,i am very interested in the bike you have for sale. is it in good working order?,9749
-44.738421293768695,bike,buyer,inquiry,got any wiggle room on the price for someone with cash in hand today?,unknown,it's in excellent condition. pro-level parts and ready to ride.,9750
-35.57352452563684,bike,seller,inform,i'd knock a hundred off for cash and pick up.,inquiry,got any wiggle room on the price for someone with cash in hand today?,9751
-17.7691484962768,bike,buyer,init-price,{price} cash today?,inform,i'd knock a hundred off for cash and pick up.,9752
-36.978520603149576,bike,seller,counter-price,if you can do {price} and pick it up today we have a deal,init-price,{price} cash today?,9753
-20.514564501253304,bike,buyer,unknown,"alright, sounds like a deal.",counter-price,if you can do {price} and pick it up today we have a deal,9754
-3.443879347940896,bike,buyer,offer,<offer>,counter-price,if you can do {price} and pick it up today we have a deal,9755
-3.568819410226794,bike,seller,accept,<accept>,offer,<offer>,9756
-77.74423751336018,furniture,seller,unknown,"only two weeks. my stupid wife decided she hated the colors, so we had to get a new set of cream white chairs in the exact same style. we only got to use these once:(",intro,hi i am really interested in your {title} for my home {title}. how long have you owned them?,9757
-50.36049496957523,furniture,buyer,inquiry,haha. sorry about that! so i am guessing then that they are in excellent shape?,unknown,"only two weeks. my stupid wife decided she hated the colors, so we had to get a new set of cream white chairs in the exact same style. we only got to use these once:(",9758
-15.32537573275062,furniture,seller,inform,"yes, they're practically new.",inquiry,haha. sorry about that! so i am guessing then that they are in excellent shape?,9759
-51.49259415617149,furniture,buyer,init-price,"great, would you take {price} for them if i pick them up? i have cash.",inform,"yes, they're practically new.",9760
-72.58858968054629,furniture,seller,counter-price,if you're willing to go up to {price} i'll deliver them myself today. if you'll go up to {listing_price} i'll throw in the wife too.,init-price,"great, would you take {price} for them if i pick them up? i have cash.",9761
-100.60202119011109,furniture,buyer,counter-price,"well that is a great offer but i don't need a wife, love your sense of humor! i will take them for {price} and am thrilled you can deliver them. see you later today!",counter-price,if you're willing to go up to {price} i'll deliver them myself today. if you'll go up to {listing_price} i'll throw in the wife too.,9762
-23.098514939470842,furniture,seller,unknown,"okay, i'll be by your house tonight:)",counter-price,"well that is a great offer but i don't need a wife, love your sense of humor! i will take them for {price} and am thrilled you can deliver them. see you later today!",9763
-3.443879347940896,furniture,seller,offer,<offer>,counter-price,"well that is a great offer but i don't need a wife, love your sense of humor! i will take them for {price} and am thrilled you can deliver them. see you later today!",9764
-3.568819410226794,furniture,buyer,accept,<accept>,offer,<offer>,9765
-5.352395946682806,phone,buyer,intro,hi,<start>,<start>,9766
-5.352395946682806,phone,seller,unknown,hi,intro,hi,9767
-23.79379613461504,phone,buyer,inquiry,is this phone new or used?,unknown,hi,9768
-32.70487781431691,phone,seller,inform,"it is used, but is in perfect condion.",inquiry,is this phone new or used?,9769
-21.17312540112279,phone,buyer,inquiry,does it come with a charger.,inform,"it is used, but is in perfect condion.",9770
-32.39051842584395,phone,seller,inform,"yes, it comes with a cable and an ac wall adapter.",inquiry,does it come with a charger.,9771
-39.65291811276745,phone,buyer,vague-price,i am on a budget. anyway you can come down in the price?,inform,"yes, it comes with a cable and an ac wall adapter.",9772
-42.16847346798545,phone,seller,init-price,"maybe. a little, i can do {price} and i will throw in a warranty",vague-price,i am on a budget. anyway you can come down in the price?,9773
-22.20155832351947,phone,buyer,counter-price,i was hoping for more like {price}.,init-price,"maybe. a little, i can do {price} and i will throw in a warranty",9774
-53.9189667142204,phone,seller,inquiry,it is in almost new condition. it is in great shape. how about if i deliver it to you?,counter-price,i was hoping for more like {price}.,9775
-19.251580490018217,phone,buyer,counter-price,"i could do {price}, tops.",inquiry,it is in almost new condition. it is in great shape. how about if i deliver it to you?,9776
-20.035821101419284,phone,seller,counter-price,how about we meet in the middle? {price}?,counter-price,"i could do {price}, tops.",9777
-15.155450731304562,phone,buyer,unknown,alright 240,counter-price,how about we meet in the middle? {price}?,9778
-3.443879347940896,phone,buyer,offer,<offer>,counter-price,how about we meet in the middle? {price}?,9779
-3.568819410226794,phone,seller,accept,<accept>,offer,<offer>,9780
-15.052835664821727,housing,seller,intro,hi john@,<start>,<start>,9781
-35.19436425118072,housing,buyer,unknown,hello i want to move in is there a deposit?,intro,hi john@,9782
-44.20662549054245,housing,seller,unknown,yeah i have the following room available currently you can find the description below.,unknown,hello i want to move in is there a deposit?,9783
-83.21597411483246,housing,buyer,unknown,i want the house can i at least supply my own stove and refrigerator and etc and pay my utilies if i can get the rent lowered,unknown,yeah i have the following room available currently you can find the description below.,9784
-73.62116073254359,housing,seller,unknown,"i can provide all the stuff you don't need to get them on your own, how much can you pay?",unknown,i want the house can i at least supply my own stove and refrigerator and etc and pay my utilies if i can get the rent lowered,9785
-6.52124471156461,housing,buyer,init-price,{price},unknown,"i can provide all the stuff you don't need to get them on your own, how much can you pay?",9786
-26.017478367378036,housing,seller,counter-price,we will go with {price},init-price,{price},9787
-76.87213417254692,housing,buyer,counter-price,i am a great tenant and i have references i want to pay you more but can we do at least {price}.,counter-price,we will go with {price},9788
-15.310578730821263,housing,seller,unknown,thats fine ...!,counter-price,i am a great tenant and i have references i want to pay you more but can we do at least {price}.,9789
-3.443879347940896,housing,buyer,offer,<offer>,unknown,thats fine ...!,9790
-3.568819410226794,housing,seller,accept,<accept>,offer,<offer>,9791
-21.855881323059663,housing,buyer,intro,is this a good neighborhood?,<start>,<start>,9792
-32.04894797749992,housing,seller,unknown,yes. very safe and child friendly. there is a neighborhood watch program as well.,intro,is this a good neighborhood?,9793
-16.062341326915302,housing,buyer,inquiry,any furniture included?,unknown,yes. very safe and child friendly. there is a neighborhood watch program as well.,9794
-30.08401536977688,housing,seller,disagree,"furniture, but not appliances. kitchen table, chairs and couch, and recliner in living room.",inquiry,any furniture included?,9795
-33.44508197166935,housing,buyer,init-price,can i give you {price} a month. 6 months in advance?,disagree,"furniture, but not appliances. kitchen table, chairs and couch, and recliner in living room.",9796
-36.454011058612146,housing,seller,counter-price,"i could do {price} a month, but that's without the furniture.",init-price,can i give you {price} a month. 6 months in advance?,9797
-13.003447637862752,housing,buyer,unknown,"ok, sounds good.",counter-price,"i could do {price} a month, but that's without the furniture.",9798
-3.443879347940896,housing,seller,offer,<offer>,unknown,"ok, sounds good.",9799
-3.568819410226794,housing,buyer,accept,<accept>,offer,<offer>,9800
-39.2956284813249,car,buyer,intro,i was looking at the {title} you have listed and found myself interested,<start>,<start>,9801
-20.613853227439016,car,seller,inquiry,"great, do you have any questions about it?",intro,i was looking at the {title} you have listed and found myself interested,9802
-86.71379716625077,car,buyer,init-price,"i was wondering about the mileage being so high, maybe we could cut down the price to about {price}, being that im going to have to replace the engine and possibly the transmission soon",inquiry,"great, do you have any questions about it?",9803
-89.81630480629197,car,seller,counter-price,"well, the mileage is high because i have to travel a lot for business, and this was the car i drove all around the southwest. i'd be willing to let it go for {price}.",init-price,"i was wondering about the mileage being so high, maybe we could cut down the price to about {price}, being that im going to have to replace the engine and possibly the transmission soon",9804
-110.92286908429053,car,buyer,counter-price,i like how the interior has been redone and the tow package is installed along with the other work done in the past year. ill probably go {price} at the highest. maybe throw in free shipping to my current location?,counter-price,"well, the mileage is high because i have to travel a lot for business, and this was the car i drove all around the southwest. i'd be willing to let it go for {price}.",9805
-32.32278573241726,car,seller,counter-price,"i could have it delivered to you next week, for {price}.",counter-price,i like how the interior has been redone and the tow package is installed along with the other work done in the past year. ill probably go {price} at the highest. maybe throw in free shipping to my current location?,9806
-48.186506230835896,car,buyer,inquiry,"alright, i'm feelign a little better now, does the car include a warranty of any kind?",counter-price,"i could have it delivered to you next week, for {price}.",9807
-46.49200571899843,car,seller,inform,"well, it did, in 2008. it's been out of warranty for a few years now.",inquiry,"alright, i'm feelign a little better now, does the car include a warranty of any kind?",9808
-97.07464112003942,car,buyer,counter-price,"with a {title} and everything listed, i think i could settle at {partner_price} on a payment plan over a year. if we could make it {price}, i could pay straight cash.",inform,"well, it did, in 2008. it's been out of warranty for a few years now.",9809
-20.52083582629877,car,seller,agree,"okay, {partner_price} is fine.",counter-price,"with a {title} and everything listed, i think i could settle at {my_price} on a payment plan over a year. if we could make it {price}, i could pay straight cash.",9810
-3.443879347940896,car,seller,offer,<offer>,counter-price,"with a {title} and everything listed, i think i could settle at {my_price} on a payment plan over a year. if we could make it {price}, i could pay straight cash.",9811
-12.382174003802728,car,buyer,unknown,thank you so much!,offer,<offer>,9812
-3.568819410226794,car,buyer,accept,<accept>,offer,<offer>,9813
-44.207766526757524,bike,buyer,init-price,hello. i'm interesting in the bike. i was wondering if you'd take {price} for it?,<start>,<start>,9814
-87.01252588455867,bike,seller,counter-price,i love this bike and it's almost an antique! my wife had to talk me into selling it for {listing_price}. i feel that it is worth more than that.,init-price,hello. i'm interesting in the bike. i was wondering if you'd take {price} for it?,9815
-51.84579015497386,bike,buyer,counter-price,it is a cool bike. i would be willing to go up to {price} cash today.,counter-price,i love this bike and it's almost an antique! my wife had to talk me into selling it for {listing_price}. i feel that it is worth more than that.,9816
-39.35678149875157,bike,seller,counter-price,{partner_price} ... could you do {price}? i think i could live with that.,counter-price,it is a cool bike. i would be willing to go up to {price} cash today.,9817
-16.60290970827921,bike,buyer,agree,"alright, {partner_price} it is.",counter-price,{my_price} ... could you do {price}? i think i could live with that.,9818
-3.443879347940896,bike,buyer,offer,<offer>,counter-price,{my_price} ... could you do {price}? i think i could live with that.,9819
-3.568819410226794,bike,seller,accept,<accept>,offer,<offer>,9820
-23.57270991077981,electronics,buyer,intro,is there a guarantee that this works?,<start>,<start>,9821
-71.88038495433617,electronics,seller,unknown,"works perfectly and it is less than a year old, it still has a bit of manufacturer warranty left on it.",intro,is there a guarantee that this works?,9822
-42.425823960971286,electronics,buyer,inquiry,"and it comes with everything that is needed, like all the cords?",unknown,"works perfectly and it is less than a year old, it still has a bit of manufacturer warranty left on it.",9823
-31.553442823834036,electronics,seller,inform,"yes, all the cords and power supply comes with it.",inquiry,"and it comes with everything that is needed, like all the cords?",9824
-24.802447444483853,electronics,buyer,init-price,i'll come pick it up for {price}!,inform,"yes, all the cords and power supply comes with it.",9825
-44.35351853026533,electronics,seller,counter-price,i can't let it go for that low. i can meet you in the middle at {price}.,init-price,i'll come pick it up for {price}!,9826
-56.60689730591946,electronics,buyer,counter-price,i only have {my_price} cash but i could give you a gift card to the mall for {price},counter-price,i can't let it go for that low. i can meet you in the middle at {price}.,9827
-42.51242968118702,electronics,seller,insist,"i can make that work, just make sure in the final agreement box it shows as {my_price}.",counter-price,i only have {partner_price} cash but i could give you a gift card to the mall for {price},9828
-3.443879347940896,electronics,buyer,offer,<offer>,insist,"i can make that work, just make sure in the final agreement box it shows as {partner_price}.",9829
-3.568819410226794,electronics,seller,accept,<accept>,offer,<offer>,9830
-5.352395946682806,bike,seller,intro,hi,<start>,<start>,9831
-5.631888775249492,bike,buyer,unknown,hello,intro,hi,9832
-22.932644176416094,bike,seller,unknown,how are you doing today,unknown,hello,9833
-7.718045418997121,bike,buyer,unknown,good,unknown,how are you doing today,9834
-61.744462715575736,bike,seller,init-price,"i have new stan's {title} for sale, i am offering it for {listing_price}, would like to buy?",unknown,good,9835
-30.693571958978268,bike,buyer,counter-price,"ok, i need something like that, how about {price}",init-price,"i have new stan's {title} for sale, i am offering it for {listing_price}, would like to buy?",9836
-37.353473711214455,bike,seller,counter-price,is the new one we will make it {price},counter-price,"ok, i need something like that, how about {price}",9837
-20.3509108248565,bike,buyer,agree,"ok, {partner_price} is good",counter-price,is the new one we will make it {price},9838
-32.603043700064475,bike,seller,unknown,"great you can pick up in walnut creek, ca during evening hours.",agree,"ok, {my_price} is good",9839
-6.291952731210707,bike,buyer,agree,ok,unknown,"great you can pick up in walnut creek, ca during evening hours.",9840
-3.443879347940896,bike,seller,offer,<offer>,agree,ok,9841
-7.857770182663594,bike,buyer,reject,<reject>,offer,<offer>,9842
-35.062543839472305,phone,buyer,intro,what all does the phone already have on it?,<start>,<start>,9843
-37.957571979273126,phone,seller,disagree,the phone is completely erased with no leftover data from the previous user.,intro,what all does the phone already have on it?,9844
-34.22246072363188,phone,buyer,unknown,i was hoping for music or something. do you have the manual,disagree,the phone is completely erased with no leftover data from the previous user.,9845
-59.106599009870635,phone,seller,init-price,"there is a manual and there is itunes leftover credit for {price}, so you can buy some music with that.",unknown,i was hoping for music or something. do you have the manual,9846
-21.009641570273146,phone,buyer,inquiry,is the screen like new?,init-price,"there is a manual and there is itunes leftover credit for {price}, so you can buy some music with that.",9847
-59.34576039288431,phone,seller,disagree,"yes! no scratches. it currently has a screen protector on it, which you can chose to keep on or take off.",inquiry,is the screen like new?,9848
-15.778222475430006,phone,buyer,counter-price,i could offer {price},disagree,"yes! no scratches. it currently has a screen protector on it, which you can chose to keep on or take off.",9849
-21.701451247441966,phone,seller,counter-price,i would sell for {price}.,counter-price,i could offer {price},9850
-9.325375732745124,phone,buyer,counter-price,{price}?,counter-price,i would sell for {price}.,9851
-19.193559548764938,phone,seller,counter-price,{price} with headphones.,counter-price,{price}?,9852
-24.228031098637853,phone,buyer,counter-price,i could do {price} with the headphones.,counter-price,{price} with headphones.,9853
-32.597984312382614,phone,buyer,counter-price,i'll meet you half way at {price} with the headphones.,counter-price,i would do {price} without the headphones or {price} with headphones.,9854
-9.259286542287416,phone,seller,unknown,sure.,counter-price,i'll meet you half way at {price} with the headphones.,9855
-3.443879347940896,phone,seller,offer,<offer>,counter-price,i'll meet you half way at {price} with the headphones.,9856
-3.568819410226794,phone,buyer,accept,<accept>,offer,<offer>,9857
-5.631888775249492,housing,seller,intro,hello,<start>,<start>,9858
-75.8898078382448,housing,buyer,inquiry,good evening! i'm very impressed with your offer of the home in pittsburg. could you tell me if it's close to any grocery store or schools?,intro,hello,9859
-66.75650865427134,housing,seller,inform,"you will have your pick of markets to choose from as you can walk to many. well within walking distance of daily farmer's markets and food festivals. the elementary and middle schools are also within walking distance, but the high school requires transportation.",inquiry,good evening! i'm very impressed with your offer of the home in pittsburg. could you tell me if it's close to any grocery store or schools?,9860
-37.6754041396574,housing,buyer,unknown,that shouldn't be an issue as my son has his license. what types of restaurants are near?,inform,"you will have your pick of markets to choose from as you can walk to many. well within walking distance of daily farmer's markets and food festivals. the elementary and middle schools are also within walking distance, but the high school requires transportation.",9861
-29.292601991588906,housing,seller,unknown,local favorites such as primanti bros. and peppi's offering sandwiches along with meals. plenty of seafood choices as well.,unknown,that shouldn't be an issue as my son has his license. what types of restaurants are near?,9862
-44.46876399410773,housing,buyer,inquiry,that's great. i'm excited about the large master and oversized shower. are you willing to lower the price a little?,unknown,local favorites such as primanti bros. and peppi's offering sandwiches along with meals. plenty of seafood choices as well.,9863
-30.371661515266446,housing,seller,init-price,my favorite parts of the house. sure. how about {price}?,inquiry,that's great. i'm excited about the large master and oversized shower. are you willing to lower the price a little?,9864
-66.49887388192674,housing,buyer,counter-price,i was thinking closer to {price}. i'll have to bring my own washer and dryer to hook up and the fridge isn't included.,init-price,my favorite parts of the house. sure. how about {price}?,9865
-82.64792385610198,housing,buyer,unknown,"but the description says that even though the fridge is in the photos, it's not included. are you saying there is a fridge now?",counter-price,that's just in the photos. we recently got a new one. would be willing to do {price} and leave the furniture. already have an offer for {price} as is.,9866
-25.795665866863214,housing,seller,disagree,"sorry, read that wrong. there is no fridge.",unknown,"but the description says that even though the fridge is in the photos, it's not included. are you saying there is a fridge now?",9867
-54.208296991603646,housing,seller,counter-price,"i would be willing, but not for {partner_price}. the lowest i could go is {price} with no furniture left behind.",counter-price,okay. are you willing to put a fridge in or do i need to bring one? that will cost around {price}. i'm willing to do {price},9868
-77.25632165390455,housing,buyer,counter-price,"{price} is as high as i am willing to go. i don't need furniture, and it's only {title} bedrooms, plus i'll need to cover utilities",counter-price,"i would be willing, but not for {my_price}. the lowest i could go is {price} with no furniture left behind.",9869
-36.051288096859494,housing,seller,counter-price,"sorry, already have an offer for {price}. that's my final offer.",counter-price,"{price} is as high as i am willing to go. i don't need furniture, and it's only {title} bedrooms, plus i'll need to cover utilities",9870
-3.443879347940896,housing,seller,offer,<offer>,counter-price,"{price} is as high as i am willing to go. i don't need furniture, and it's only {title} bedrooms, plus i'll need to cover utilities",9871
-3.568819410226794,housing,buyer,accept,<accept>,offer,<offer>,9872
-49.490715270634375,bike,buyer,intro,"hi, so i'm very interested in the bike but i must ask is anything wrong with it?",<start>,<start>,9873
-51.613489546599865,bike,seller,unknown,this bike is like a member of the family ... very well taken care of. it's beautiful.,intro,"hi, so i'm very interested in the bike but i must ask is anything wrong with it?",9874
-87.45987284771947,bike,buyer,inquiry,yeah i agree. the bike looks great. perfect for my 7 year old to learn on and probbably break his arm on. are you willing to deliver the bike? or do i need to come pick it up?,unknown,this bike is like a member of the family ... very well taken care of. it's beautiful.,9875
-42.09014540033007,bike,seller,init-price,"if you will take it at {listing_price}, i can deliver it.",inquiry,yeah i agree. the bike looks great. perfect for my 7 year old to learn on and probbably break his arm on. are you willing to deliver the bike? or do i need to come pick it up?,9876
-55.7214680435216,bike,buyer,counter-price,"{listing_price} is a little too high for me, i can do {price} and i come pick it up from you today.",init-price,"if you will take it at {listing_price}, i can deliver it.",9877
-111.93044144635276,bike,seller,disagree,i actually almost resended the offer when you stated it was going to be for a 7 yr old. its a beautiful antique! i can't budge on the price. it's hard enough to let go of as is ...,counter-price,"{listing_price} is a little too high for me, i can do {price} and i come pick it up from you today.",9878
-124.82918928859402,bike,buyer,counter-price,"lol it being an antique has nothing to do with it, it's still a bicycle. it's not like i'm going to put it on a pedistool just so i can look at it. bikes are made to be ridden. whatever i'll give you {listing_price}",disagree,i actually almost resended the offer when you stated it was going to be for a 7 yr old. its a beautiful antique! i can't budge on the price. it's hard enough to let go of as is ...,9879
-3.443879347940896,bike,buyer,offer,<offer>,disagree,i actually almost resended the offer when you stated it was going to be for a 7 yr old. its a beautiful antique! i can't budge on the price. it's hard enough to let go of as is ...,9880
-3.568819410226794,bike,seller,accept,<accept>,offer,<offer>,9881
-53.74468185260263,phone,buyer,init-price,great. i am interesting but can't quite manage the asking price. i was hoping {price} would be acceptable.,intro,"today only you get to enjoy a brand new {title} with {title} gigs. we bought this for our mother but she is too old fashioned, so we got her a flip phone. it is literally almost new",9882
-90.0693456441166,phone,seller,counter-price,"i am sorry i meant 64 gigs with everything you need to get started i want to give you that rate but understand this phone is more than just {listing_price} original, i can let it go for {price}",init-price,great. i am interesting but can't quite manage the asking price. i was hoping {price} would be acceptable.,9883
-68.78992851611234,phone,buyer,counter-price,i understand. we're moving the right direction. i was hoping we could meet in the middle. maybe {price} cash would be better?,counter-price,"i am sorry i meant 64 gigs with everything you need to get started i want to give you that rate but understand this phone is more than just {listing_price} original, i can let it go for {price}",9884
-45.47012690039717,phone,seller,counter-price,{title} has so many capabilities and the picture quality is supurb. i can do {price}.,counter-price,i understand. we're moving the right direction. i was hoping we could meet in the middle. maybe {price} cash would be better?,9885
-107.30954926363933,phone,buyer,counter-price,it's a quality phone without a doubt but that's still a little rich for my blood. if i could get it for {price} that would make me happy. i have cash and can pick it up tonight.,counter-price,{title} has so many capabilities and the picture quality is supurb. i can do {price}.,9886
-3.443879347940896,phone,buyer,offer,<offer>,counter-price,"i knock off {price} dollars so that would be {price} i take it too and even gift wrap it for you. again this is savings altogether, because you get a very good phone at a discounted rate.",9887
-13.898842594633141,phone,buyer,unknown,i'll take it.,counter-price,"i knock off {price} dollars so that would be {price} i take it too and even gift wrap it for you. again this is savings altogether, because you get a very good phone at a discounted rate.",9888
-3.568819410226794,phone,seller,accept,<accept>,unknown,i'll take it.,9889
-25.797815987433346,electronics,buyer,intro,"hi, i saw these {title} for sale?",<start>,<start>,9890
-26.8957509220758,electronics,seller,inquiry,yes may i answer any questions you have?,intro,"hi, i saw these {title} for sale?",9891
-17.93667494870342,electronics,buyer,inquiry,what condition are they in?,inquiry,yes may i answer any questions you have?,9892
-26.250140492982922,electronics,seller,inform,these are used but in very good condition.,inquiry,what condition are they in?,9893
-16.976427423929135,electronics,buyer,inquiry,how long are they?,inform,these are used but in very good condition.,9894
-62.221829075095975,electronics,seller,disagree,they are long but not wide. they rest comfortably on the back of a standard workbench comfortably. they take up the whole length of the {title}.,inquiry,how long are they?,9895
-48.05529838147103,electronics,buyer,init-price,"okay well, i could use a pair of these for setting different plastics, i would like to pay {price}",disagree,they are long but not wide. they rest comfortably on the back of a standard workbench comfortably. they take up the whole length of the {title}.,9896
-48.55787668497001,electronics,seller,counter-price,as these are in good shape i would be willing to let them go for {price}.,init-price,"okay well, i could use a pair of these for setting different plastics, i would like to pay {price}",9897
-42.9249675453608,electronics,buyer,counter-price,"if you'll come down to {price}, i'll pick them up tonight.",counter-price,as these are in good shape i would be willing to let them go for {price}.,9898
-16.354432171592023,electronics,seller,unknown,i would do that.,counter-price,"if you'll come down to {price}, i'll pick them up tonight.",9899
-3.443879347940896,electronics,seller,offer,<offer>,counter-price,"if you'll come down to {price}, i'll pick them up tonight.",9900
