,text,meta_text
13726,"they are not new , but they work like new ",inform
13727,"i see . tell you what , i'll give 15 for them . i'll even come and pick it up from your place . ",init-price
13728,oh that works for me ,agree
13729,sounds good . it's a deal ,agree
13730,<end>,<end>
13731,what do you think about the phone case i'm selling ? ,intro
13732,"i absolutely love the case and i would love even more to own it . however , i am on a budget . will it be possible to maybe buy it for a lower price than you're offering ? ",vague-price
13733,sure thing ! what price are you thinking ? ,inquire
13734,<end>,<end>
13735,"hi , i saw your ad about the circuit breaker . ",intro
13736,"yes , hello . this is a top of the like stab-lok circuit breaker , super rare and brand new . ",intro
13737,"yes , that's what i've heard . you say the item is in new condition ? it has never been used before , is that correct ? ",inquire
13738,"correct , this is a brand new never used breaker . ",inform
13739,i'm willing to part for $125 . ,init-price
13740,i think the item would work for my purposes . i'm not sure it's worth that much though . would you consider $85 ? ,counter-price
13741,"i originally got it at $120 , would you be willing to consider $110 ? ",counter-price
13742,i think my very best offer would be $100 . ,counter-price
13743,i am willing to trade for $100 . ,agree
13744,"ok , you have a deal then ! ",agree
13745,<end>,<end>
13746,"hey there , are you looking to buy my bike ? ",intro
13747,yea nice bike i can do $400 . fair enough ? ,init-price
13748,"i'm afraid i can only meet you half way between the asking price and what you're offering . i can only go down to $450 . the bike is custom and has many top of the line features i paid for , i cant sell for less . do we have a deal ? you will love it ! ",counter-price
13749,<end>,<end>
13750,"hi , i see you are interested in the binoculars i advertised ",intro
13751,"yes , it looks good , but i was wondering if you are willing to take $175 . ",init-price
13752,"i am sorry but i paid $800 for this item brand new . it is state of the are , top of the line . you won't find them new in the store for under $500 and those are knockoffs with a third of the features . ",counter-price
13753,"i'm going on a trip to hawaii and would love to take this with me , but my budget is pretty tight . . . will you consider $250 ? ",counter-price
13754,<end>,<end>
13755,"hello , are you interested in the apartment i have listed ? ",intro
13756,yes i am but the price is a bit high . ,vague-price
13757,any wiggle room in the price ? ,inquire
13758,"well , it's a beautiful apartment and very convenient . however , i am willing to listen to your offer and see if we can come to an agreement . ",inform
13759,would you offer the unit for $2000 ? ,init-price
13760,"best i can do is come down to 2500 even . i have expenses i have to cover , and i've put a lot of work into it before putting it on the market . ",counter-price
13761,"that seems reasonable . how about $2400 ? i would really like to rent this unit . however , i do wish it came with a private parking spot instead of off-street parking , but i am still very interested if you can come down to $2400 . ",counter-price
13762,"i think i can live with that . i accept your offer of $2 , 400 . let's set up a meeting to get the ball rolling . ",agree
13763,great ! ,thanks
13764,<end>,<end>
13765,hi tell me about the battery ,inquire
13766,it is for a motorola model bk10 . each battery will come with an extended battery cover ,inform
13767,are those the batteries that explode ? ,inquire
13768,"explosions are not likely , especially when inserted into a device or using the battery cover ",inform
13769,"ok , can you go down to 9 ? ",init-price
13770,yes ,agree
13771,ok deal ! ,agree
13772,<end>,<end>
13773,hi i am interestied in the toyoya ,intro
13774,its a great car just slightly used its a 2016 toyota corolla ,intro
13775,"i see i see , is it in great condition ? ",inquire
13776,"it was in a slight accident but it is mainly cosmetic damage . it has low miles like 28k , its almost like new ",inform
13777,that is great indeed . i will make an offer of 9000 ,init-price
13778,that a little low for such a great vehicle how about 9700 ,counter-price
13779,i am concerned with the almost 30000 miles this vehicle has . i dont consider that too low . but it looks great indeed how about 9400 ? ,counter-price
13780,i will take $9400 that seems fair ,agree
13781,very well . its a deal . ,agree
13782,<end>,<end>
13783,hey there are ou looking to buy the house ? anything i can tell you to sell you on it ? ,intro
13784,hi there yes i am interested . ,intro
13785,but i would like to negotiate a cheaper price if possible . ,vague-price
13786,"i can go to $2500 , but not any lower as there has been some fixes and new fixtures/paint etc to make it more fresh and new for the buyers ",init-price
13787,can you do $2335 if i pay for 6 months in advance on the lease ? ,counter-price
13788,okay that kind of commitment will work with us . we would be glad to accommodate you ! ,agree
13789,awesome . ,thanks
13790,<end>,<end>
13791,hey . is that 200gb sandisk still available ? ,inquire
13792,"yes it is , i am selling it for $75 . ",init-price
13793,oh . i can get the same item in the store for the same amount . but they give me a warranty on it i'm sure . i'm expecting at least $15off to get it from you instead . sorry ,counter-price
13794,"i can do $65 , but that is the lowest i would be able to go on it . ",counter-price
13795,hmm . ok i can do that . i think we both get a good deal ,agree
13796,i agree . ,agree
13797,thank you so much ! ,thanks
13798,<end>,<end>
13799,hello . ,intro
13800,hi . i'm interested in the curio you have for sale . ,intro
13801,it is a great curio and i am willing to part with it for 70 . 00 ,init-price
13802,would you be willing to part with it for a lower price ? considering the fact that i have to pick the item up myself . ,vague-price
13803,i am willing to give a $10 . 00 discount for you picking it up as a show of good faith . i am willing to accept $60 . 00 . ,counter-price
13804,okay great ! you've got a deal . ,agree
13805,cool . ,thanks
13806,<end>,<end>
13807,hello ,intro
13808,wow this place actually looks pretty amazing ! can you tell me a little bit about the apartment ? ,inquire
13809,"sure . the apartment is located in brentwood , a beautiful place near mount diable . it is located near a shopping center , schools , employment and recreation area . also , it has everything you need from a fully equipped kitchen , high speed internet access , air conditioning , gas stove , and a 24 hour fitness center to name a few . ",inform
13810,this is exactly what i'm in the market for ! are pets allowed ? i have a giant alaskian husky ,inquire
13811,yes ! ,inform
13812,anything else you wish to know ? ,inquire
13813,is the price negotialable ? ,vague-price
13814,i can give you $1700 today and move in tomorrow . ,init-price
13815,i think we can work at that price . thank you for your consideration . we are glad to welcome you to your new place ! ,agree
13816,thank you so much ! ,thanks
13817,<end>,<end>
13818,hey ! good evening ! ,intro
13819,hi ! how are you ? ,intro
13820,"i'm well , thank you ! yourself ? ",intro
13821,"good , thanks . let's make a deal ! lol ",intro
13822,"let's ! the batteries are in great condition , i barely used them . tried it out for awhile and just decided i didn't have the time for it . normal price is around $250 but i'm willing to let them go for $150 ",init-price
13823,cool . i had to google it to see what it was . i think i can get them at fry's for $89 . ,counter-price
13824,i can do $75 plus a carrying case thrown in for free ! ,counter-price
13825,<end>,<end>
13826,"hello , i just saw your marinoni for sale . ",intro
13827,are you interested ? it is in great condition ! it has been very well maintained and features two water bottle cages . a rare find on a bike like this ! ,intro
13828,"sounds like it , i have been looking for this exact one . $1100 seems a bit high , the last one went for a bit less . i was wondering if you'd be willing to go lower , around $600 to $650 ? ",counter-price
13829,i couldn't possibly go that low ! ,vague-price
13830,"marinoni ciclo t-3s are in high demand right now , especially a 10-speed like this one ! i was thinking around $950 would be fair . ",counter-price
13831,"how about $900 , and i'll come pick it up ? ",counter-price
13832,deal ! ,agree
13833,<end>,<end>
13834,hi there . did you find these in a storage unit auction ? ,intro
13835,"no , these were given to me by my aunt . ",intro
13836,i would like to buy them . would you accept $84 ? ,init-price
13837,sounds good . ,agree
13838,<end>,<end>
13839,"hello , are you interested in the dining room table i have listed ? ",intro
13840,"i noitice that your list price is $95 , would you consider taking a lower offer ? ",init-price
13841,"yes , i will consider it , however i believe $95 is quite fair because the table to quite big and it includes 4 chairs as well . ",insist
13842,"yes , it would be a fair price but the table has scratches and i have to pick it up myself . ",supplemental
13843,"the scratches are extremely minor , but what is your offer ? ",supplemental
13844,i would like to offer $40 ,counter-price
13845,i wouldn't be able to accept anything lower than $80 . ,counter-price
13846,do you think we could meet in the middle at $60 ? ,counter-price
13847,i think $80 is more than fair for this table and chairs . ,insist
13848,<end>,<end>
13849,"hello , i hear you are interested in my apartment ",intro
13850,"actually yes , i am moving to the area from nyc and need a place to live and this seems to be a possible goo deal . ",intro
13851,"so the deposit is 1500 , the rent is 2950 a month ",init-price
13852,<end>,<end>
13853,hello are you interested in this car i have for sale ? ,intro
13854,i am very interested ! would you be willing to take $4000 cash ? ,init-price
13855,"i'm sorry but thats simply way too low . i'm looking for around double that , if you can do that . this truck jsut had a cleaning and tune up/ transmission flush a week ago , its only 138k miles ",vague-price
13856,"it seems to be in decent shape , but it's also 10 years old with almost 150k miles . i'd be willing to come pick it up . . . how about $4400 ? ",counter-price
13857,"that's just out of the picture dude sorry . ill send you my final offer , and just know , this is a great deal , way lower than i would get normally . ",disagree
13858,"sorry , i won't pay that much for a foreign vehicle . it'll cost twice that in repairs over the years . thanks for your time , ""dude"" ",disagree
13859,<end>,<end>
13860,what are the measurements on the unit ? ,intro
13861,i'm in a hurry to get rid of this item . i'm moving soon . ,intro
13862,are they drawers that pull out ? ,inquire
13863,"it's 4ft h x 4ft l x 2ft d , there are no drawers that pull out . it's cabinets . i'm also willing to deliver at no charge . ",inform
13864,"oh , ok . i'll give you $27 for it . ",init-price
13865,deal ,agree
13866,<end>,<end>
13867,i am interested in a conaipjone callkeeper ,intro
13868,i am offering $18 for it . ,init-price
13869,excellent i see that it is new and this is a good price . ,agree
13870,<end>,<end>
13871,hey there ,intro
13872,how are you ? ,intro
13873,good and you ? ,intro
13874,i'm doing well . ,intro
13875,great . i understand you are interested in the black iron etagere ? ,intro
13876,yes i am and i can pick it up and myself . i don't need delivery of it or anything like that . ,intro
13877,oh great . it's a beautiful piece and fits in many rooms . i'm looking at a price tag of $60 . if you are good you can get it anytime tomorrow . ,init-price
13878,that's $20 above list price . i can't make that happen . i was looking to offer $28 ,counter-price
13879,"yea . so , enoch else offered asking price but needed delivery . so let's find a solution for both of us . $35 if you pick it up ? ",counter-price
13880,i can definitely work with that . sounds fair to us both . ,agree
13881,fabulous see ya tomorrow ,agree
13882,<end>,<end>
13883,"hi , you inquired about the ipad i have advertised ? what questions can i answer for you ? ",intro
13884,how old is it ? ,inquire
13885,"great question . it is only a year old . i decided to get the next generation . i love to get new gadgets as soon as they come out so every year , i upgrade ",inform
13886,it's really still in excellent condition ? no scratches or dead pixels ? nothing chipped . no scuffs ? everything functions 100% ? ,inquire
13887,"it is in excellent condition . i usually use my mac pro book to do all my work on . the ipad is just for reading in bed at night until i fall asleep . i have all the original accessories that came with it , plus i have all the latest apps . ",inform
13888,last questions: how long does the battery last when fully charged ? ,inquire
13889,"now that is why this baby is the bomb . it can go six days or more . i have a battery saver app downloaded , that makes power consumption very low . i have gone over two weeks without charging it but i make sure to charge it once a week so the batteries will last ",inform
13890,sounds good . the only issue i have is that the image on the add is broken . so i would be forced to take your word 100% on the condition and accuracy of the item . will you sell it to me for $150 ? ,init-price
13891,i can assure you that you will not have to take my word for anything . since we are in the same city i will deliver the product or we can meet up in a public place and you can see it for yourself .,unknown
13892," i am letting it go for way more than it is worth at $175 . even a refurbished one , which has damage would run you $250 or more in the store . this one is in pristine condition , plus i have over $1000 of software that i purchased on there . ",counter-price
13893,fair enough . ,agree
13894,great doing business with you . enjoy your ipad ,thanks
13895,<end>,<end>
13896,hi i'm interested in this home and would like details . ,intro
13897,"hi how are you doing today ? the full details are listed in the description , but i would like to add that this home was well loved , passed down from my parents . i grew up here & it is a very lovely home . low maintenance , peaceful neighborhood and great neighbors ! ",intro
13898,"the house sounds great , but the list price is a lot higher than i'm willing to pay . would you take 1700 ? ",init-price
13899,hmmm . . . this house already listed at a huge discount & also a very affordable value for all that is offered with this property . . i would be willing to drop the price as low as $2400 if that sounds more suitable for you ? ,counter-price
13900,that's still a little high i think . i'd be willing to do $2200 if you take care of utilities . ,counter-price
13901,i think i can agree with those circumstances . so $2200 + utilities it is then ? i would just like to confirm before starting my paperwork & removing the sign from the far corner or the yard . thank you ,agree
13902,yes we have a deal ! ,agree
13903,"thank you , it's been a pleasure . i will start on the paperwork now to begin closing on our deal . thanks again & have a great day ! ",thanks
13904,<end>,<end>
13905,hello ,intro
13906,hi i was interested in this ikea stave mirror ,intro
13907,sure its a wonderful mirror ,intro
13908,i would like to have it for 15 dollars ,init-price
13909,"sorry i can get more then that using a tax rite off and donating it , i would need $30 to sell it ",counter-price
13910,"dude , i will not pay more than 15 for this . otherwise i could just get it at the store . ",insist
13911,"no problem , have a nice day ",agree
13912,<end>,<end>
13913,"hey , you're interested n the bike ? ",intro
13914,is it clean ? ,inquire
13915,"yeah , i serviced it and cleaned it to be ready for you to use it ",inform
13916,would it fit in my toyata corolla or should i bring my suv to pick it up ? ,inquire
13917,"oh , yeah it's 29 inches , i'll drop it off at your house with my truck . definitely would not fit inside corolla sorry ",inform
13918,"ok , i am really was looking at $1819 . what do you think ? ",init-price
13919,2200,counter-price
13920,"sounds fair , since you are dropping it off , so we got a deal ! ",agree
13921,"oh , thank you for being so obliging , tomorrow evening ? ",agree
13922,sounds good . thanks ,thanks
13923,<end>,<end>
13924,"hello , are you interested in my place ? ",intro
13925,"yes i certainly am , can you tell me more about it ? ",inquire
13926,"well it is located just a few blocks from ucb . it features carpeted floors , a full-size kitchen , and lots of windows ! it is a spanish mission style building which are really popular right now . ",inform
13927,we are asking $1850 . ,init-price
13928,"sounds great , how flexible are you on the price ? there are similar units going for much less . ",vague-price
13929,"maybe units that are similar in style and size , but not this close to campus ! water and garbage are even included in the rent . ",insist
13930,would you be willing to go down to $1550 ? ,counter-price
13931,the lowest i can go is $1600 ,counter-price
13932,"i can do that , deal . ",agree
13933,<end>,<end>
13934,"hello , you are interested in the ad for the sofa set ? ",intro
13935,yes i really like it can you tell me more about the set ? ,inquire
13936,"sure , this is a 2 piece set . we've got the sofa and the chair as pictured . you saw the dimensions in the ad i assume ? the sofa is 94 inches across and the chair is 38 inches .  ",inform
13937,i would be willing to take $1250 for the pair .,init-price
13938,i really like it but could offer you $600 and i will come and pick it up myself and provide my own truck ,counter-price
13939,"understood , but that's pretty far below what we paid for it and i know the sofa alone is worth more than $600 . ",counter-price
13940,ok i understand that is a low offer but the condition does not look that great . how about $750 ,counter-price
13941,the condition is actually very good . the set has been in a smoke free home and has seen very little wear from use . i could go to $1100 . ,counter-price
13942,that is still quite high can we agree on $1000 ,counter-price
13943,"i could do $1 , 000 . do you have someone who can help you with the pick up ? ",agree
13944,yes i have a friend who will help me and he has a pick up truck $1000 it is then ,agree
13945,<end>,<end>
13946,"hi , i am interested in this house . ",intro
13947,hi there - i'd love to sell it to you . make me an offer ! ,intro
13948,the price seems high compared to others in the area of this size . would you accept $1325 ? ,init-price
13949,i can't go that low . i can offer you $2200 and a free 5 year home warranty that covers everything . ,counter-price
13950,i can't go above 2000 . would you take 2000 and no warranty ? ,counter-price
13951,done ! thanks for your business ! ,agree
13952,<end>,<end>
13953,hi . is your sub box still for sale ? ,intro
13954,yes it is . ,intro
13955,the picture isn't visible . can you tell me what color it is ? ,inquire
13956,"yes , i'm not sure why the picture isn't visible . the box is stained in a redwood semi transparent stain . ",inform
13957,cool . did you build it ? ,inquire
13958,"yes , it is a custom design . i did have help with the fabrication . ",inform
13959,any damage to it ? ,inquire
13960,no damage at all it is still mint . ,inform
13961,sounds like it might work for me though i was looking for something a little bigger . how $25 ? ,init-price
13962,i'd really like to get at least 45 for it . it is in mint condition . i can deliver it wherever you like . ,counter-price
13963,no problem picking it up if you are nearby . i'd go that high only if you included on eof the alpines . i can go $30 if you help install it in my car . ,counter-price
13964,"i would be willing to do that , so long as you pick it up . i can help you install . 30$ will work . ",agree
13965,sounds great ! i can pick it up tonight . ,agree
13966,very good ,thanks
13967,see you in an hour (i know where you live) . bye . ,thanks
13968,<end>,<end>
13969,hi ! ,intro
13970,"i saw your advertisement for an iphone case . gotta ask the obvious question , are you getting rid of the case because you dropped your phone and it broke ? ",inquire
13971,"nope , brand new ",inform
13972,"oh , well that's good . ",agree
13973,"yeah , i purchased the case for $40 but never used it then got the new iphone 7 ",supplemental
13974,"go figure . i haven't purchased the phone yet , but i drop things and want to get a case for right when i buy it . maybe i should just get the 7 . . . ",unknown
13975,"yeah , it's a good phone . bigger screen but not much different than the 6s . ",supplemental
13976,"maybe i will do that . i could still buy your case , but i guess i wouldn't have much of a use for it . maybe if you're willing to let it go for $15 or $16 , i could buy it just in case i get to the apple store and decide on the 6s . . . ",init-price
13977,how about $18 ? ,counter-price
13978,"yeah , that works for me ! ",agree
13979,<end>,<end>
13980,i've got a gently used ipad 2 for sale . 32gb and i'll throw in a leather case for you ,intro
13981,i'd like to offer you $122 for the ipad ,init-price
13982,i can't go that low . it's barely used . i'll do $175 . ,counter-price
13983,"when you say gently used , what exactly do you mean ? ",inquire
13984,it's less than 8 months old . no noticeable wear on it . used for about 5 hours a week . ,inform
13985,i feel like $175 is way too high though . ,vague-price
13986,a brand new ipad 2 would cost you $400 ,insist
13987,are you looking to buy an ipad 2 ? ,inquire
13988,yes definitely ,inform
13989,i've got one . . . barely used . i can sell it to you for $175 . a brand new one would cost you $400 . ,insist
13990,yes but i can find a used one for 150 or less . . would you be willing to do 140 ,counter-price
13991,no . the lowest i can go is $170 . ,counter-price
13992,how about 160 ,counter-price
13993,meet me at $165 and you've got a deal . a great deal . ,counter-price
13994,okay ,agree
13995,<end>,<end>
13996,hi there ,intro
13997,i am interested in this akai drum controller ,intro
13998,"yes , i have usb wires that are included ",intro
13999,how about 20 ? ,init-price
14000,<end>,<end>
14001,"hello , how much for the car ? ",inquire
14002,im looking for around 10k for it . its only got 28k miles and is very clean and in decent condition . ,init-price
14003,"i don't think i can wing that , but would you come down if i picked up and paid in straight cash , no check or other nosense ? ",vague-price
14004,"yeah i'd come down there for you no problem man . ill even go easy on you and settle for 9500 , we got a deal ? ",init-price
14005,<end>,<end>
14006,"hey , nice house you have here , when was it built ? ",inquire
14007,"hey , i do not know what year the house was built ",inform
14008,"oh okay , well is the inside clean ? no marks on the floors etc ? ",inquire
14009,the home has been wonderfully maintained ,inform
14010,"is there anything you can throw in , or suggest is special about the house ? ",inquire
14011,our budget is about $2000 . . ,counter-price
14012,"the property is in a great neighborhood , the bathroom and kitchen are upgraded and it's conveniently located . ",inform
14013,any schools or transportation nearby ? we're going to have kids soon ,inquire
14014,there is a carpool pickup spot nearby and the house is near several parks for the kids ,inform
14015,"sounds great , how does 2200 sound ? ",counter-price
14016,"i'm sorry , but i couldn't go any lower than $3000 ",counter-price
14017,"oh okay , that's way above our budget . ",disagree
14018,thanks for showing me the house today . ,thanks
14019,<end>,<end>
14020,"hello , can you tell me more about your executive home ? ",inquire
14021,"yes , this home is beautiful , with hardwood floors , large windows , and a beautiful pool . it's a gorgeous home . ",inform
14022,"seems that way , how flexible are you on the price ? the houses in the same neighborhood go for a bit less . ",inquire
14023,"a lot of it has just been remodeled , so i can't go too low . i would consider 5100 . ",init-price
14024,could you consider $5050 ? ,counter-price
14025,you have a deal ! ,agree
14026,<end>,<end>
14027,hello ! i am interested in your oscilloscope . ,intro
14028,"hello , you have great taste , mine is in excellent condition . ",intro
14029,"i am interested , but $490 is a little too high for me . considering there is a newer model out on the market , would you take $420 for it ? ",init-price
14030,"well , mine does include a 17"" monitor , 2 probes and all of the power cords , i could do $475 ",counter-price
14031,the highest i can go is $455 . i think 100 mega samples per second is a little low compared to the other models i have been looking at . would you take $455 ? i will even come pick it up . ,counter-price
14032,i would go to $460 and would be happy to deliver it to you if you're in the bay area ,counter-price
14033,deal ,agree
14034,<end>,<end>
14035,that bike looks great . why you selling it ? ,intro
14036,hello ! it's a great bike - it's barely been used . unfortunately i just don't get the use out of it that i thought i would - i think someone else will enjoy it more ! ,intro
14037,well i'd love to take it . but the price seems high since the pedals aren't included . ,vague-price
14038,"this is true ! i'm willing to negotiate . it's barely used and in great condition , like new . how's $2500 ? ",init-price
14039,i think 2600 is good for the bike . pedals run me 300 . so how about 2300 ? ,counter-price
14040,i'd love to be able to sell it to you - but with it's condition i think $2300 is a little low for me . ,vague-price
14041,"how about $2430 , but i'll drive it over to ya ? :) ",counter-price
14042,make it 2400 and you got a deal ,counter-price
14043,"alright , all in all that sounds fair ! you got it . ",agree
14044,<end>,<end>
14045,hello and welcome to our showroom . i see you are looking at this beautiful hutch . it is an absolute beauty . when do you want it delivered ,intro
14046,yes i am interested in this hutch but i would like to now if you are willing to come down on the price ? ,intro
14047,"the price i am afraid is as low as i can go . it is a $3500 piece originally . that is italian marble . it is imported and that is real wood , something that is hard to find these days . this beauty is a huge deal at only $1000 ",init-price
14048,can i offer you $750 for it ? ,counter-price
14049,"i appreciate your interest but with the handcrafting , that is just too big a loss for the showroom to take . i do have another customer interested in this piece but they wanted to talk about splitting up the amount on two different cards . i can't let it go for that low when i have a buyer willing to pay the price on the item ",vague-price
14050,how about $900 all cash ? ,counter-price
14051,deal . it is a big loss to the store but i think you see great value in this item and that means you will be back to shop with us again . thank you and when would you like it delivered ? ,agree
14052,<end>,<end>
14053,"hi , nice drum controller ! are you selling it ? ",intro
14054,"i sure am , i only used it a few times . perfect for beginners ! ",intro
14055,would you be willing to sell it for $40 ? ,init-price
14056,"yeah sure i can sell it for $40 , you got a deal . ",agree
14057,<end>,<end>
14058,hello ,intro
14059,"hi , i'm interested in one of these phones . ",intro
14060,is it still new in box ? ,inquire
14061,yes everything is new ,inform
14062,"since this is not the newest model , are you willing to negotiate on the price ? ",vague-price
14063,"ya , drop an offer it doesnt hurt to ask ",agree
14064,would you take 325 if i pick it up ? ,init-price
14065,"yeah sure , just one right ? ill submit the price now ",agree
14066,just one . thank you ! ,thanks
14067,<end>,<end>
14068,"hello , i am interested in your samsung galaxies ! ",intro
14069,hi ! ,intro
14070,"i have 6 samsung galaxy s8s listed , how many are you interested in ? ",inquire
14071,i am interested in all 6 ! ,inform
14072,"however , $650 is a little high for me . ",vague-price
14073,i was thinking $550 would be fair ,init-price
14074,"hmm , they are brand new devices though . still in the box with the original wrapping . they have never been used before and they are samsung's latest model just released . i could do $600/each ",counter-price
14075,i am little bit worried about them exploding . i saw in the news that some of the samsung phones exploded ! i don't think i could risk losing that much money . would you take $585 for them ? ,counter-price
14076,"don't worry about them exploding ! that was the galaxy note series , and samsung has taken extreme measures to prevent that from happening again . but yes , i'll take $585 ! ",agree
14077,"okay great , thanks ! ",thanks
14078,<end>,<end>
14079,"hi , are you interested in the item ? ",intro
14080,"hello , i am very interested in the oscilloscope that you have for sale ",intro
14081,"that's great , do you have any questions ? ",intro
14082,"well , i like the brand , but it is an older model . i was wondering if you would take $300 for it ? ",init-price
14083,i think the lowest i could do would be $350 ,counter-price
14084,i could do $340 and would be happy to come pick it up ,counter-price
14085,<end>,<end>
14086,"hey , nice phone you have there , how new is it ? ",inquire
14087,"it is brand new , still in the box . it's also unlocked for all carriers . ",inform
14088,"oh wow , and it's the new seven too , no wonder it's fetching for a pretty penny . you still have all the colors ? ",inquire
14089,"this one is jet black but we have gold , matte and gold . ",inform
14090,for just $780 ,init-price
14091,"well , but there has to be one of those colors that sells less often ? my budget's closer to 700 unfortunately :( ",counter-price
14092,"i can do $700 , you have a deal . ",agree
14093,"oh , okay thanks for being so obliging . ",thanks
14094,<end>,<end>
14095,hey hey ,intro
14096,hi . ,intro
14097,the ikea bed still available ? i need one for my new place and this looks perfect for me . ,inquire
14098,"yes it is still available , and it is in excellent condition . i have the matching nightstands too . ",inform
14099,i'm going to be open . i have a truck and a friend that can help me move . no help needed from you . but 225 is pushing it for me . i just started a job and won't get paid for a week . can you give it up for $200 . picked up as mentioned . ,init-price
14100,could you come up to 215 . it is in great condition and they retail for 3 times that . ,counter-price
14101,only if you can take a check and not cash it for a week when i get paid . ,agree
14102,i can do that . 215 and you will pick it up ? ,agree
14103,yes that works ,agree
14104,<end>,<end>
14105,hey there . i'm interested in those lamps you have listed . ,intro
14106,what condition are they in ? ,inquire
14107,i would say they are in good condition . slight signs on wear on the switches as would be expected . still a great price for the pair in my opinion . ,inform
14108,$120 seems way too high for these lamps used with some wear and tear on them . ,vague-price
14109,how about $50 ? ,init-price
14110,"nah , i would put them back in storage before i would go that low . i paid over 200 for the pair new , and i as i said they only have slight wear . i could come down to 110 if that helps any . ",counter-price
14111,what you paid at the time has no bearing on the current value of it . i see these lamps new going for 125 online with free shipping . how about $60 ? ,counter-price
14112,"i would suggest buying the lamps your saw online then , as they are surely cheap knock offs of this product . i will come down to $100 , that is as low as i will go on them . ",counter-price
14113,"i would suggest you put your items back in storage buddy because the ones i saw online have comments from verified sellers , your price is just too high ",vague-price
14114,<end>,<end>
14115,hi there is the mirror still available ? ,intro
14116,"hi , it sure is . it's like new and comes with all available fasteners . i'm asking $20 for it . ",init-price
14117,so no scratches on it at all ? ,inquire
14118,"no scratches , and it still has the protective film on the glass . ",inform
14119,nice and curious is this forma smoke free home ? ,inquire
14120,"yes , smoke free . ",inform
14121,sorry meant from a . . not forma . . lol are you willing to wiggle on the price ? ,vague-price
14122,i could let it go for 18 ,counter-price
14123,that sounds great to me ! ,agree
14124,<end>,<end>
14125,"hi there , i love that vintage trunk you have ! any info you can give to me about it , and a price you're looking to sell for ? ",intro
14126,hi and thanks for your interest ! ,intro
14127,"how much are we talking here ? im looking to spend no more than like 225 on it , is that reasonable for you ? ",init-price
14128,i'm willing to let it go for 250 . it was a rattan trunk from the south pacific and wwii . this is very versatile and can be used as many things ! ! ,counter-price
14129,<end>,<end>
14130,hi there i am interested in the mattress . ,intro
14131,hi yes it's still available ,intro
14132,great a couple questions for you . . is this a smoke free home ? ,inquire
14133,yes it's a smoke free home and it's in a great shape ,inform
14134,is it new or used ? ,inquire
14135,it's slightly used just got it a month ago but i'm moving so i need to get rid of it as soon as possible ,inform
14136,"fair enough , does it have any stains ? ",inquire
14137,no it's in great shape i am asking $100 for it but like i said i'm moving soon so i'm willing to negotiate on the price ,init-price
14138,i don't want to low ball you . . how about $90 ? ,counter-price
14139,that works for me ,agree
14140,great ! ,thanks
14141,<end>,<end>
14142,hi ! i am interested in your bike ,intro
14143,very good . it is still available and in very good condition . ,intro
14144,"looks like it ! however , i saw a facebook post from the local police department about a stolen bike that looks exactly like this one . i'll take the bike for $2 , 000 and i'll promise not to report you to the police . ",init-price
14145,"you are too funny . yes a very similar bike was stolen , but that is not this one . that was my wife's bike . ",unknown
14146,that sounds like something a criminal would say . i don't think we will be making an offer today . ,disagree
14147,<end>,<end>
14148,hello . how do you like my bike ? ,intro
14149,hey there how much for your bike im interested in buying it for sure ! ,inquire
14150,i would like $500 for it . it's a really great bike . ,init-price
14151,yeah i see its got a lot of custom features on it . any chance you could drop the price to $425 ? i was originally only trying to spend like $350 so this is a big jump in budget . ,counter-price
14152,i'm asking so much because of the customization and because i have kept it up so well . i can come down to $475 to help you out a bit . ,counter-price
14153,okay man thats a little better . thanks for your help . ill buy for that price since its such a sweet bike . ,agree
14154,<end>,<end>
14155,hello . i saw your binoculars posted online and i am very interested in them . do they show any signs of wear and tear ? ,inquire
14156,these have been taken care of very thoroughly so there is little to no visible wear and tear on them at all . ,inform
14157,that sounds great . your price is just a bit out of my budget . do you have any room at all on the price ? ,vague-price
14158,"i can maybe work with you a little on the price , how about $370 ? ",init-price
14159,i was thinking around 350 . i have cash in hand and could pick them up today . ,counter-price
14160,"okay how about this i'll meet you in the middle of our two offers at $365 , that's a great deal considering the quality and how well it's been taken care of ",counter-price
14161,"alright , that sounds fair . ",agree
14162,<end>,<end>
14163,"hi , are you interested in the car ",intro
14164,"yes , can you tell me how the interior of the car is ? ",inquire
14165,"its in good shape . normal wear , but nothing major . ",inform
14166,awesome ! i am interested . could you meet me halfway ? ,vague-price
14167,i could maybe do 3000 ,init-price
14168,if i drove to you with cash could you go $3100 ? ,counter-price
14169,"yes , i could ! ",agree
14170,okay ! deal ! ,agree
14171,<end>,<end>
14172,"hey there , nice car , is it new ",intro
14173,its not new but its in very good condition and has had maintenance done so its all working fine and checked up . im looking for around 10k ,init-price
14174,"my budget's around 9k , but can you help me remove the strips ? i need it for work ",counter-price
14175,"i can't help you with that , unless you want to pay 10k and ill have it done before i sell you it . however im fine with 9k as a final price if you can worry about the strip yourself ",counter-price
14176,what year is it from ? ,inquire
14177,i'll give you 9 . 2 if you help me with the physical labor to take off the strips ? ,counter-price
14178,its 2011 . i don't really want to worry about the strips im sorry dude .,inform
14179," there are people that would pay my original asking price of 10 . 2k and be happy with the strips . i can do 9k for you , but you're on your own to deal with the strips . ",counter-price
14180,<end>,<end>
14181,"hi , is this clean ? ",inquire
14182,"yes , i just dusted it before listing it . ",inform
14183,any cat urine or smoke odors ? ,inquire
